./tflearnModels/bestModels//best_ImageNetInceptionV2_hsa:4128_adam_0.01_207296
Threshold	Accuracy	F-Score	Precision	Recall	TP	FP	TN	FN
0.6719999999999997	0.776566757493188	0.046511627906976744	0.023809523809523808	1.0	2	82	283	0
0.6709999999999997	0.773841961852861	0.04597701149425288	0.023529411764705882	1.0	2	83	282	0
0.6699999999999997	0.773841961852861	0.04597701149425288	0.023529411764705882	1.0	2	83	282	0
0.6689999999999997	0.773841961852861	0.04597701149425288	0.023529411764705882	1.0	2	83	282	0
0.6679999999999997	0.773841961852861	0.04597701149425288	0.023529411764705882	1.0	2	83	282	0
0.6669999999999997	0.7683923705722071	0.0449438202247191	0.022988505747126436	1.0	2	85	280	0
0.6659999999999997	0.7656675749318801	0.044444444444444446	0.022727272727272728	1.0	2	86	279	0
0.6649999999999997	0.7602179836512262	0.04347826086956522	0.022222222222222223	1.0	2	88	277	0
0.6639999999999997	0.7602179836512262	0.04347826086956522	0.022222222222222223	1.0	2	88	277	0
0.6629999999999997	0.7602179836512262	0.04347826086956522	0.022222222222222223	1.0	2	88	277	0
0.6619999999999997	0.7574931880108992	0.043010752688172046	0.02197802197802198	1.0	2	89	276	0
0.6609999999999997	0.7547683923705722	0.042553191489361694	0.021739130434782608	1.0	2	90	275	0
0.6599999999999997	0.7547683923705722	0.042553191489361694	0.021739130434782608	1.0	2	90	275	0
0.6589999999999997	0.7547683923705722	0.042553191489361694	0.021739130434782608	1.0	2	90	275	0
0.6579999999999997	0.7547683923705722	0.042553191489361694	0.021739130434782608	1.0	2	90	275	0
0.6569999999999997	0.7547683923705722	0.042553191489361694	0.021739130434782608	1.0	2	90	275	0
0.6559999999999997	0.7520435967302452	0.04210526315789474	0.021505376344086023	1.0	2	91	274	0
0.6549999999999997	0.7520435967302452	0.04210526315789474	0.021505376344086023	1.0	2	91	274	0
0.6539999999999997	0.7520435967302452	0.04210526315789474	0.021505376344086023	1.0	2	91	274	0
0.6529999999999997	0.7520435967302452	0.04210526315789474	0.021505376344086023	1.0	2	91	274	0
0.6519999999999997	0.7493188010899182	0.04166666666666667	0.02127659574468085	1.0	2	92	273	0
0.6509999999999997	0.7493188010899182	0.04166666666666667	0.02127659574468085	1.0	2	92	273	0
0.6499999999999997	0.7493188010899182	0.04166666666666667	0.02127659574468085	1.0	2	92	273	0
0.6489999999999997	0.7465940054495913	0.041237113402061855	0.021052631578947368	1.0	2	93	272	0
0.6479999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6469999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6459999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6449999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6439999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6429999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6419999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6409999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6399999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6389999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6379999999999997	0.7438692098092643	0.04081632653061225	0.020833333333333332	1.0	2	94	271	0
0.6369999999999997	0.7411444141689373	0.04040404040404041	0.020618556701030927	1.0	2	95	270	0
0.6359999999999997	0.7411444141689373	0.04040404040404041	0.020618556701030927	1.0	2	95	270	0
0.6349999999999997	0.7411444141689373	0.04040404040404041	0.020618556701030927	1.0	2	95	270	0
0.6339999999999997	0.7384196185286104	0.039999999999999994	0.02040816326530612	1.0	2	96	269	0
0.6329999999999997	0.7356948228882834	0.03960396039603961	0.020202020202020204	1.0	2	97	268	0
0.6319999999999997	0.7356948228882834	0.03960396039603961	0.020202020202020204	1.0	2	97	268	0
0.6309999999999997	0.7356948228882834	0.03960396039603961	0.020202020202020204	1.0	2	97	268	0
0.6299999999999997	0.7356948228882834	0.03960396039603961	0.020202020202020204	1.0	2	97	268	0
0.6289999999999997	0.7302452316076294	0.038834951456310676	0.019801980198019802	1.0	2	99	266	0
0.6279999999999997	0.7302452316076294	0.038834951456310676	0.019801980198019802	1.0	2	99	266	0
0.6269999999999997	0.7302452316076294	0.038834951456310676	0.019801980198019802	1.0	2	99	266	0
0.6259999999999997	0.7302452316076294	0.038834951456310676	0.019801980198019802	1.0	2	99	266	0
